"ID","ESTU","PROV","date","year_month","sex","age_group","sector_eu","sector_eu_without","education","indep","ideology","identity","income","work_sit_fact","PESO"
"54_1",3202,8,2017-12-28,"2017-12",1,"45-49","Non-tradable sectors",NA,4,NA,5,3,NA,"Currently working",1.8325
"54_1",3226,8,2018-10-01,"2018-10",1,"45-49","Non-tradable sectors",NA,4,NA,5,4,3,"Retired",NA
"54_2",3113,8,2015-09-30,"2015-09",1,"45-49","Non-tradable sectors",NA,4,NA,5,3,NA,"Currently working",NA
"54_2",3191,25,2017-10-02,"2017-10",1,"45-49","Non-tradable sectors",NA,4,1,2,3,6,"Currently working",NA
"54_2",3202,8,2017-12-28,"2017-12",1,"45-49","Non-tradable sectors",NA,4,NA,5,4,NA,"Currently working",1.8325
"54_2",3226,25,2018-10-01,"2018-10",1,"45-49","Non-tradable sectors",NA,4,1,2,5,6,"Currently working",NA
"55_1",3113,8,2015-09-30,"2015-09",2,"45-49","Non-tradable sectors",NA,5,1,5,4,NA,"Currently working",NA
"55_1",3191,8,2017-10-02,"2017-10",2,"45-49","Non-tradable sectors",NA,5,0,3,5,7,"Currently working",NA
"55_1",3202,8,2017-12-28,"2017-12",2,"45-49","Non-tradable sectors",NA,5,1,6,5,NA,"Currently working",1.8325
"55_1",3226,8,2018-10-01,"2018-10",2,"45-49","Non-tradable sectors",NA,5,NA,2,5,6,"Currently working",NA
"55_2",3113,8,2015-09-30,"2015-09",2,"45-49","Non-tradable sectors",NA,5,0,NA,3,NA,NA,NA
"55_2",3191,8,2017-10-02,"2017-10",2,"45-49","Non-tradable sectors",NA,5,NA,7,3,NA,"Currently working",NA
"55_2",3202,8,2017-12-28,"2017-12",2,"45-49","Non-tradable sectors",NA,5,1,5,4,NA,"Currently working",1.8325
"55_2",3226,8,2018-10-01,"2018-10",2,"45-49","Non-tradable sectors",NA,5,1,4,5,NA,"Currently working",NA
"56_1",3113,8,2015-09-30,"2015-09",1,"45-49","Non-tradable sectors",NA,5,NA,2,3,4,"Currently working",NA
"56_1",3191,8,2017-10-02,"2017-10",1,"45-49","Non-tradable sectors",NA,5,0,3,4,5,"Unemployed",NA
"56_1",3202,8,2017-12-28,"2017-12",1,"45-49","Non-tradable sectors",NA,5,1,1,5,6,"Currently working",1.8325
"56_1",3226,8,2018-10-01,"2018-10",1,"45-49","Non-tradable sectors",NA,5,1,3,5,NA,"Currently working",NA
"56_2",3113,8,2015-09-30,"2015-09",1,"45-49","Non-tradable sectors",NA,5,0,5,3,NA,"Currently working",NA
"56_2",3191,8,2017-10-02,"2017-10",1,"45-49","Non-tradable sectors",NA,5,NA,2,NA,NA,"Retired",NA
"56_2",3202,8,2017-12-28,"2017-12",1,"45-49","Non-tradable sectors",NA,5,0,4,1,10,"Currently working",1.8325
"56_2",3226,8,2018-10-01,"2018-10",1,"45-49","Non-tradable sectors",NA,5,0,5,2,NA,"Currently working",NA
"56_3",3113,8,2015-09-30,"2015-09",1,"45-49","Non-tradable sectors",NA,5,1,5,4,7,"Currently working",NA
"56_3",3191,43,2017-10-02,"2017-10",1,"45-49","Non-tradable sectors",NA,5,1,6,5,9,"Currently working",NA
"56_3",3202,8,2017-12-28,"2017-12",1,"45-49","Non-tradable sectors",NA,5,NA,2,5,8,"Currently working",1.8325
"56_3",3226,8,2018-10-01,"2018-10",1,"45-49","Non-tradable sectors",NA,5,0,5,3,NA,"Retired",NA
"58_1",3113,8,2015-09-30,"2015-09",1,"45-49","Non-tradable sectors",NA,3,0,5,3,7,"Currently working",NA
"58_1",3191,8,2017-10-02,"2017-10",1,"45-49","Non-tradable sectors",NA,3,NA,5,3,7,"Currently working",NA
"58_1",3202,8,2017-12-28,"2017-12",1,"45-49","Non-tradable sectors",NA,3,0,5,3,7,"Currently working",1.8325
"58_1",3226,8,2018-10-01,"2018-10",1,"45-49","Non-tradable sectors",NA,3,NA,4,4,NA,"Currently working",NA
"59_1",3113,8,2015-09-30,"2015-09",2,"45-49","Non-tradable sectors",NA,1,1,5,5,NA,"Currently working",NA
"59_1",3191,8,2017-10-02,"2017-10",2,"45-49","Non-tradable sectors",NA,1,NA,NA,5,3,NA,NA
"59_1",3202,17,2017-12-28,"2017-12",2,"45-49","Non-tradable sectors",NA,1,0,NA,2,3,"Unemployed",0.47976
"59_1",3226,17,2018-10-01,"2018-10",2,"45-49","Non-tradable sectors",NA,1,0,4,1,5,"Currently working",NA
"6_1",3113,8,2015-09-30,"2015-09",1,"60-64","Non-tradable sectors",NA,5,NA,1,3,7,"Retired",NA
"6_1",3191,8,2017-10-02,"2017-10",1,"60-64","Non-tradable sectors",NA,5,1,4,4,7,"Currently working",NA
"6_1",3202,8,2017-12-28,"2017-12",1,"60-64","Non-tradable sectors",NA,5,1,4,4,8,"Retired",1.8325
"6_1",3226,8,2018-10-01,"2018-10",1,"60-64","Non-tradable sectors",NA,5,0,5,3,NA,"Retired",NA
"6_2",3113,8,2015-09-30,"2015-09",1,"60-64","Non-tradable sectors",NA,5,0,3,3,8,"Retired",NA
"6_2",3191,17,2017-10-02,"2017-10",1,"60-64","Non-tradable sectors",NA,5,1,2,5,NA,"Currently working",NA
"6_2",3202,8,2017-12-28,"2017-12",1,"60-64","Non-tradable sectors",NA,5,0,2,4,9,"Currently working",1.8325
"6_2",3226,8,2018-10-01,"2018-10",1,"60-64","Non-tradable sectors",NA,5,1,2,NA,NA,"Currently working",NA
"6_3",3113,8,2015-09-30,"2015-09",1,"60-64","Non-tradable sectors",NA,5,1,6,5,NA,"Currently working",NA
"6_3",3191,25,2017-10-02,"2017-10",1,"60-64","Non-tradable sectors",NA,5,0,1,5,3,"Currently working",NA
"6_3",3202,8,2017-12-28,"2017-12",1,"60-64","Non-tradable sectors",NA,5,0,7,2,7,"Currently working",1.8325
"6_3",3226,8,2018-10-01,"2018-10",1,"60-64","Non-tradable sectors",NA,5,0,4,3,9,"Currently working",NA
"61_1",3113,8,2015-09-30,"2015-09",2,"18-24","Non-tradable sectors",NA,2,1,NA,3,5,NA,NA
"61_1",3191,8,2017-10-02,"2017-10",2,"18-24","Non-tradable sectors",NA,2,0,7,3,NA,"Currently working",NA
"61_1",3202,8,2017-12-28,"2017-12",2,"18-24","Non-tradable sectors",NA,2,NA,NA,3,NA,"Currently working",1.8325
"61_1",3226,8,2018-10-01,"2018-10",2,"18-24","Non-tradable sectors",NA,2,0,NA,3,3,"Currently working",NA
"61_2",3113,8,2015-09-30,"2015-09",2,"18-24","Non-tradable sectors",NA,2,NA,NA,1,NA,NA,NA
"61_2",3191,8,2017-10-02,"2017-10",2,"18-24","Non-tradable sectors",NA,2,NA,NA,5,6,"Currently working",NA
"61_2",3202,8,2017-12-28,"2017-12",2,"18-24","Non-tradable sectors",NA,2,0,NA,4,8,"Currently working",1.8325
"61_2",3226,8,2018-10-01,"2018-10",2,"18-24","Non-tradable sectors",NA,2,NA,NA,4,3,"Currently working",NA
"61_3",3113,17,2015-09-30,"2015-09",2,"18-24","Non-tradable sectors",NA,2,1,5,3,NA,"Currently working",NA
"61_3",3191,17,2017-10-02,"2017-10",2,"18-24","Non-tradable sectors",NA,2,0,8,1,7,"Currently working",NA
"61_3",3202,8,2017-12-28,"2017-12",2,"18-24","Non-tradable sectors",NA,2,1,3,4,8,"Currently working",1.8325
"61_3",3226,17,2018-10-01,"2018-10",2,"18-24","Non-tradable sectors",NA,2,0,5,1,NA,"Unemployed",NA
"62_1",3113,8,2015-09-30,"2015-09",1,"18-24","Non-tradable sectors",NA,2,1,NA,4,7,"Unemployed",NA
"62_1",3191,8,2017-10-02,"2017-10",1,"18-24","Non-tradable sectors",NA,2,NA,NA,3,NA,"Unemployed",NA
"62_1",3202,8,2017-12-28,"2017-12",1,"18-24","Non-tradable sectors",NA,2,NA,5,4,NA,"Unemployed",1.8325
"62_1",3226,8,2018-10-01,"2018-10",1,"18-24","Non-tradable sectors",NA,2,0,5,3,4,"Unemployed",NA
"62_2",3113,8,2015-09-30,"2015-09",1,"18-24","Non-tradable sectors",NA,2,NA,4,3,NA,"Unemployed",NA
"62_2",3191,25,2017-10-02,"2017-10",1,"18-24","Non-tradable sectors",NA,2,NA,2,4,NA,NA,NA
"62_2",3202,8,2017-12-28,"2017-12",1,"18-24","Non-tradable sectors",NA,2,NA,5,3,NA,"Currently working",1.8325
"62_2",3226,8,2018-10-01,"2018-10",1,"18-24","Non-tradable sectors",NA,2,0,5,1,2,"Unemployed",NA
"62_3",3113,8,2015-09-30,"2015-09",1,"18-24","Non-tradable sectors",NA,2,0,7,3,NA,"Unemployed",NA
"62_3",3191,43,2017-10-02,"2017-10",1,"18-24","Non-tradable sectors",NA,2,0,5,3,7,"Unemployed",NA
"62_3",3202,8,2017-12-28,"2017-12",1,"18-24","Non-tradable sectors",NA,2,1,1,5,NA,"Currently working",1.8325
"62_3",3226,8,2018-10-01,"2018-10",1,"18-24","Non-tradable sectors",NA,2,0,4,3,3,"Currently working",NA
"63_1",3113,8,2015-09-30,"2015-09",2,"18-24","Non-tradable sectors",NA,4,NA,NA,NA,NA,"Currently working",NA
"63_1",3191,8,2017-10-02,"2017-10",2,"18-24","Non-tradable sectors",NA,4,0,NA,1,6,"Currently working",NA
"63_1",3202,8,2017-12-28,"2017-12",2,"18-24","Non-tradable sectors",NA,4,1,2,4,6,"Currently working",1.8325
"63_1",3226,8,2018-10-01,"2018-10",2,"18-24","Non-tradable sectors",NA,4,NA,NA,3,1,NA,NA
"63_2",3113,8,2015-09-30,"2015-09",2,"18-24","Non-tradable sectors",NA,4,NA,NA,1,NA,NA,NA
"63_2",3191,8,2017-10-02,"2017-10",2,"18-24","Non-tradable sectors",NA,4,NA,NA,3,NA,"Currently working",NA
"63_2",3202,8,2017-12-28,"2017-12",2,"18-24","Non-tradable sectors",NA,4,1,2,4,6,"Currently working",1.8325
"63_2",3226,8,2018-10-01,"2018-10",2,"18-24","Non-tradable sectors",NA,4,0,6,3,2,"Currently working",NA
"63_3",3113,8,2015-09-30,"2015-09",2,"18-24","Non-tradable sectors",NA,4,1,4,4,NA,NA,NA
"63_3",3191,17,2017-10-02,"2017-10",2,"18-24","Non-tradable sectors",NA,4,NA,5,3,NA,"Currently working",NA
"63_3",3202,8,2017-12-28,"2017-12",2,"18-24","Non-tradable sectors",NA,4,1,4,4,NA,"Currently working",1.8325
"63_3",3226,8,2018-10-01,"2018-10",2,"18-24","Non-tradable sectors",NA,4,1,3,5,1,NA,NA
"63_4",3113,8,2015-09-30,"2015-09",2,"18-24","Non-tradable sectors",NA,4,NA,2,3,7,"Currently working",NA
"63_4",3191,43,2017-10-02,"2017-10",2,"18-24","Non-tradable sectors",NA,4,NA,NA,3,2,"Currently working",NA
"63_4",3202,8,2017-12-28,"2017-12",2,"18-24","Non-tradable sectors",NA,4,1,2,5,NA,NA,1.8325
"63_4",3226,8,2018-10-01,"2018-10",2,"18-24","Non-tradable sectors",NA,4,0,NA,3,4,"Currently working",NA
"64_1",3113,8,2015-09-30,"2015-09",1,"18-24","Non-tradable sectors",NA,4,1,3,4,5,"Currently working",NA
"64_1",3191,8,2017-10-02,"2017-10",1,"18-24","Non-tradable sectors",NA,4,NA,3,NA,NA,"Unemployed",NA
"64_1",3202,8,2017-12-28,"2017-12",1,"18-24","Non-tradable sectors",NA,4,0,2,4,6,"Currently working",1.8325
"64_1",3226,8,2018-10-01,"2018-10",1,"18-24","Non-tradable sectors",NA,4,0,5,NA,1,"Unemployed",NA
"64_2",3113,8,2015-09-30,"2015-09",1,"18-24","Non-tradable sectors",NA,4,0,6,3,NA,"Currently working",NA
"64_2",3191,8,2017-10-02,"2017-10",1,"18-24","Non-tradable sectors",NA,4,NA,6,3,6,"Currently working",NA
"64_2",3202,8,2017-12-28,"2017-12",1,"18-24","Non-tradable sectors",NA,4,1,3,5,NA,"Unemployed",1.8325
"64_2",3226,8,2018-10-01,"2018-10",1,"18-24","Non-tradable sectors",NA,4,NA,NA,3,4,"Currently working",NA
"64_3",3113,8,2015-09-30,"2015-09",1,"18-24","Non-tradable sectors",NA,4,NA,NA,3,NA,NA,NA
"64_3",3191,8,2017-10-02,"2017-10",1,"18-24","Non-tradable sectors",NA,4,0,8,2,NA,NA,NA
"64_3",3202,8,2017-12-28,"2017-12",1,"18-24","Non-tradable sectors",NA,4,NA,NA,3,NA,"Unemployed",1.8325
"64_3",3226,8,2018-10-01,"2018-10",1,"18-24","Non-tradable sectors",NA,4,0,4,3,2,NA,NA
"65_1",3113,8,2015-09-30,"2015-09",2,"18-24","Non-tradable sectors",NA,5,1,NA,3,NA,"Currently working",NA
"65_1",3191,8,2017-10-02,"2017-10",2,"18-24","Non-tradable sectors",NA,5,NA,3,5,7,"Currently working",NA
"65_1",3202,8,2017-12-28,"2017-12",2,"18-24","Non-tradable sectors",NA,5,1,2,5,NA,"Currently working",1.8325
"65_1",3226,8,2018-10-01,"2018-10",2,"18-24","Non-tradable sectors",NA,5,NA,2,NA,4,"Currently working",NA
"65_2",3113,43,2015-09-30,"2015-09",2,"18-24","Non-tradable sectors",NA,5,1,2,5,NA,NA,NA
"65_2",3191,8,2017-10-02,"2017-10",2,"18-24","Non-tradable sectors",NA,5,1,3,5,NA,NA,NA
"65_2",3202,8,2017-12-28,"2017-12",2,"18-24","Non-tradable sectors",NA,5,1,2,5,5,"Currently working",1.8325
"65_2",3226,8,2018-10-01,"2018-10",2,"18-24","Non-tradable sectors",NA,5,0,5,3,NA,"Currently working",NA
"66_1",3113,8,2015-09-30,"2015-09",1,"18-24","Non-tradable sectors",NA,5,0,3,3,8,NA,NA
"66_1",3191,8,2017-10-02,"2017-10",1,"18-24","Non-tradable sectors",NA,5,0,5,2,3,"Unemployed",NA
"66_1",3202,8,2017-12-28,"2017-12",1,"18-24","Non-tradable sectors",NA,5,0,6,1,NA,"Currently working",1.8325
"66_1",3226,8,2018-10-01,"2018-10",1,"18-24","Non-tradable sectors",NA,5,0,2,4,5,"Currently working",NA
"67_1",3113,8,2015-09-30,"2015-09",2,"18-24","Non-tradable sectors",NA,3,0,5,4,NA,"Currently working",NA
"67_1",3191,8,2017-10-02,"2017-10",2,"18-24","Non-tradable sectors",NA,3,0,5,3,NA,NA,NA
"67_1",3202,8,2017-12-28,"2017-12",2,"18-24","Non-tradable sectors",NA,3,1,2,4,NA,"Currently working",1.8325
"67_1",3226,8,2018-10-01,"2018-10",2,"18-24","Non-tradable sectors",NA,3,1,1,NA,3,"Currently working",NA
"67_2",3113,8,2015-09-30,"2015-09",2,"18-24","Non-tradable sectors",NA,3,1,2,4,9,NA,NA
"67_2",3191,8,2017-10-02,"2017-10",2,"18-24","Non-tradable sectors",NA,3,1,3,5,NA,"Currently working",NA
"67_2",3202,8,2017-12-28,"2017-12",2,"18-24","Non-tradable sectors",NA,3,1,3,5,NA,"Currently working",1.8325
"67_2",3226,8,2018-10-01,"2018-10",2,"18-24","Non-tradable sectors",NA,3,0,NA,4,3,NA,NA
"67_3",3113,8,2015-09-30,"2015-09",2,"18-24","Non-tradable sectors",NA,3,1,3,4,6,NA,NA
"67_3",3191,8,2017-10-02,"2017-10",2,"18-24","Non-tradable sectors",NA,3,NA,5,3,NA,NA,NA
"67_3",3202,8,2017-12-28,"2017-12",2,"18-24","Non-tradable sectors",NA,3,1,NA,5,NA,NA,1.8325
"67_3",3226,8,2018-10-01,"2018-10",2,"18-24","Non-tradable sectors",NA,3,0,1,2,3,"Currently working",NA
"67_4",3113,8,2015-09-30,"2015-09",2,"18-24","Non-tradable sectors",NA,3,0,5,3,NA,"Currently working",NA
"67_4",3191,8,2017-10-02,"2017-10",2,"18-24","Non-tradable sectors",NA,3,0,2,4,6,NA,NA
"67_4",3202,8,2017-12-28,"2017-12",2,"18-24","Non-tradable sectors",NA,3,1,2,4,NA,NA,1.8325
"67_4",3226,8,2018-10-01,"2018-10",2,"18-24","Non-tradable sectors",NA,3,1,2,5,2,NA,NA
"67_5",3113,8,2015-09-30,"2015-09",2,"18-24","Non-tradable sectors",NA,3,0,4,3,NA,NA,NA
"67_5",3191,8,2017-10-02,"2017-10",2,"18-24","Non-tradable sectors",NA,3,0,4,4,NA,NA,NA
"67_5",3202,8,2017-12-28,"2017-12",2,"18-24","Non-tradable sectors",NA,3,0,5,3,5,"Currently working",1.8325
"67_5",3226,8,2018-10-01,"2018-10",2,"18-24","Non-tradable sectors",NA,3,NA,4,1,1,NA,NA
"67_6",3113,8,2015-09-30,"2015-09",2,"18-24","Non-tradable sectors",NA,3,1,NA,5,8,NA,NA
"67_6",3191,25,2017-10-02,"2017-10",2,"18-24","Non-tradable sectors",NA,3,1,3,5,NA,NA,NA
"67_6",3202,8,2017-12-28,"2017-12",2,"18-24","Non-tradable sectors",NA,3,1,2,5,8,NA,1.8325
"67_6",3226,8,2018-10-01,"2018-10",2,"18-24","Non-tradable sectors",NA,3,0,2,4,1,"Unemployed",NA
"68_1",3113,8,2015-09-30,"2015-09",1,"18-24","Non-tradable sectors",NA,3,0,2,3,NA,NA,NA
"68_1",3191,8,2017-10-02,"2017-10",1,"18-24","Non-tradable sectors",NA,3,NA,8,3,7,NA,NA
"68_1",3202,8,2017-12-28,"2017-12",1,"18-24","Non-tradable sectors",NA,3,0,6,2,NA,NA,1.8325
"68_1",3226,8,2018-10-01,"2018-10",1,"18-24","Non-tradable sectors",NA,3,0,2,3,1,NA,NA
"68_2",3113,8,2015-09-30,"2015-09",1,"18-24","Non-tradable sectors",NA,3,1,3,5,9,NA,NA
"68_2",3191,8,2017-10-02,"2017-10",1,"18-24","Non-tradable sectors",NA,3,1,2,5,NA,"Currently working",NA
"68_2",3202,8,2017-12-28,"2017-12",1,"18-24","Non-tradable sectors",NA,3,1,2,4,NA,NA,1.8325
"68_2",3226,8,2018-10-01,"2018-10",1,"18-24","Non-tradable sectors",NA,3,0,1,5,1,NA,NA
"7_1",3113,8,2015-09-30,"2015-09",2,"60-64","Non-tradable sectors",NA,3,1,2,4,6,"Unemployed",NA
"7_1",3191,8,2017-10-02,"2017-10",2,"60-64","Non-tradable sectors",NA,3,0,4,3,NA,"Currently working",NA
"7_1",3202,8,2017-12-28,"2017-12",2,"60-64","Non-tradable sectors",NA,3,0,4,4,7,NA,1.8325
"7_1",3226,8,2018-10-01,"2018-10",2,"60-64","Non-tradable sectors",NA,3,0,3,3,2,"Unemployed",NA
"7_2",3113,25,2015-09-30,"2015-09",2,"60-64","Non-tradable sectors",NA,3,1,1,4,NA,"Retired",NA
"7_2",3191,8,2017-10-02,"2017-10",2,"60-64","Non-tradable sectors",NA,3,1,5,4,NA,"Retired",NA
"7_2",3202,8,2017-12-28,"2017-12",2,"60-64","Non-tradable sectors",NA,3,NA,6,4,NA,"Retired",1.8325
"7_2",3226,17,2018-10-01,"2018-10",2,"60-64","Non-tradable sectors",NA,3,1,4,4,6,"Retired",NA
"71_1",3113,8,2015-09-30,"2015-09",2,"50-54","Non-tradable sectors",NA,2,1,1,5,NA,"Unemployed",NA
"71_1",3191,8,2017-10-02,"2017-10",2,"50-54","Non-tradable sectors",NA,2,0,5,2,6,"Unemployed",NA
"71_1",3202,8,2017-12-28,"2017-12",2,"50-54","Non-tradable sectors",NA,2,1,2,4,5,"Currently working",1.8325
"71_1",3226,8,2018-10-01,"2018-10",2,"50-54","Non-tradable sectors",NA,2,1,3,5,NA,"Retired",NA
"71_2",3113,8,2015-09-30,"2015-09",2,"50-54","Non-tradable sectors",NA,2,0,5,4,NA,"Unemployed",NA
"71_2",3191,8,2017-10-02,"2017-10",2,"50-54","Non-tradable sectors",NA,2,NA,3,4,NA,"Currently working",NA
"71_2",3202,8,2017-12-28,"2017-12",2,"50-54","Non-tradable sectors",NA,2,0,3,3,6,NA,1.8325
"71_2",3226,8,2018-10-01,"2018-10",2,"50-54","Non-tradable sectors",NA,2,NA,4,3,NA,"Currently working",NA
"72_1",3113,8,2015-09-30,"2015-09",1,"50-54","Non-tradable sectors",NA,2,1,3,3,6,"Currently working",NA
"72_1",3191,8,2017-10-02,"2017-10",1,"50-54","Non-tradable sectors",NA,2,0,NA,3,6,"Retired",NA
"72_1",3202,8,2017-12-28,"2017-12",1,"50-54","Non-tradable sectors",NA,2,0,NA,3,NA,"Retired",1.8325
"72_1",3226,8,2018-10-01,"2018-10",1,"50-54","Non-tradable sectors",NA,2,0,8,1,NA,"Currently working",NA
"72_2",3113,8,2015-09-30,"2015-09",1,"50-54","Non-tradable sectors",NA,2,0,NA,3,5,"Currently working",NA
"72_2",3191,17,2017-10-02,"2017-10",1,"50-54","Non-tradable sectors",NA,2,NA,4,4,5,"Unemployed",NA
"72_2",3202,8,2017-12-28,"2017-12",1,"50-54","Non-tradable sectors",NA,2,0,6,3,4,"Unemployed",1.8325
"72_2",3226,8,2018-10-01,"2018-10",1,"50-54","Non-tradable sectors",NA,2,0,3,3,5,"Currently working",NA
"73_1",3113,8,2015-09-30,"2015-09",2,"50-54","Non-tradable sectors",NA,4,1,4,3,NA,"Currently working",NA
"73_1",3191,8,2017-10-02,"2017-10",2,"50-54","Non-tradable sectors",NA,4,0,NA,3,5,"Currently working",NA
"73_1",3202,8,2017-12-28,"2017-12",2,"50-54","Non-tradable sectors",NA,4,0,3,4,NA,"Currently working",1.8325
"73_1",3226,8,2018-10-01,"2018-10",2,"50-54","Non-tradable sectors",NA,4,NA,5,3,NA,"Currently working",NA
"73_2",3113,8,2015-09-30,"2015-09",2,"50-54","Non-tradable sectors",NA,4,1,1,5,4,"Unemployed",NA
"73_2",3191,8,2017-10-02,"2017-10",2,"50-54","Non-tradable sectors",NA,4,0,NA,3,5,"Currently working",NA
"73_2",3202,8,2017-12-28,"2017-12",2,"50-54","Non-tradable sectors",NA,4,0,5,3,NA,"Currently working",1.8325
"73_2",3226,8,2018-10-01,"2018-10",2,"50-54","Non-tradable sectors",NA,4,1,2,4,NA,"Currently working",NA
"73_3",3113,8,2015-09-30,"2015-09",2,"50-54","Non-tradable sectors",NA,4,1,2,5,NA,"Retired",NA
"73_3",3191,8,2017-10-02,"2017-10",2,"50-54","Non-tradable sectors",NA,4,0,2,4,NA,"Unemployed",NA
"73_3",3202,8,2017-12-28,"2017-12",2,"50-54","Non-tradable sectors",NA,4,1,3,5,8,"Currently working",1.8325
"73_3",3226,8,2018-10-01,"2018-10",2,"50-54","Non-tradable sectors",NA,4,NA,NA,3,1,NA,NA
"73_4",3113,8,2015-09-30,"2015-09",2,"50-54","Non-tradable sectors",NA,4,0,4,3,6,"Unemployed",NA
"73_4",3191,8,2017-10-02,"2017-10",2,"50-54","Non-tradable sectors",NA,4,0,7,3,6,"Currently working",NA
"73_4",3202,8,2017-12-28,"2017-12",2,"50-54","Non-tradable sectors",NA,4,0,7,4,6,"Unemployed",1.8325
"73_4",3226,8,2018-10-01,"2018-10",2,"50-54","Non-tradable sectors",NA,4,0,2,3,3,"Retired",NA
"73_5",3113,8,2015-09-30,"2015-09",2,"50-54","Non-tradable sectors",NA,4,NA,5,3,NA,NA,NA
"73_5",3191,17,2017-10-02,"2017-10",2,"50-54","Non-tradable sectors",NA,4,NA,9,3,4,"Currently working",NA
"73_5",3202,8,2017-12-28,"2017-12",2,"50-54","Non-tradable sectors",NA,4,0,7,3,NA,"Unemployed",1.8325
"73_5",3226,8,2018-10-01,"2018-10",2,"50-54","Non-tradable sectors",NA,4,0,2,3,NA,"Currently working",NA
"74_1",3113,8,2015-09-30,"2015-09",1,"50-54","Non-tradable sectors",NA,4,0,8,2,5,"Currently working",NA
"74_1",3191,8,2017-10-02,"2017-10",1,"50-54","Non-tradable sectors",NA,4,0,4,3,5,"Currently working",NA
"74_1",3202,8,2017-12-28,"2017-12",1,"50-54","Non-tradable sectors",NA,4,1,2,4,6,"Currently working",1.8325
"74_1",3226,17,2018-10-01,"2018-10",1,"50-54","Non-tradable sectors",NA,4,1,2,5,6,"Currently working",NA
"74_2",3113,8,2015-09-30,"2015-09",1,"50-54","Non-tradable sectors",NA,4,1,6,NA,10,"Currently working",NA
"74_2",3191,8,2017-10-02,"2017-10",1,"50-54","Non-tradable sectors",NA,4,0,5,3,NA,"Currently working",NA
"74_2",3202,8,2017-12-28,"2017-12",1,"50-54","Non-tradable sectors",NA,4,0,10,3,8,"Currently working",1.8325
"74_2",3226,25,2018-10-01,"2018-10",1,"50-54","Non-tradable sectors",NA,4,1,3,4,6,"Currently working",NA
"75_1",3113,8,2015-09-30,"2015-09",2,"50-54","Non-tradable sectors",NA,5,NA,3,4,NA,NA,NA
"75_1",3191,8,2017-10-02,"2017-10",2,"50-54","Non-tradable sectors",NA,5,1,3,5,8,"Retired",NA
"75_1",3202,8,2017-12-28,"2017-12",2,"50-54","Non-tradable sectors",NA,5,0,3,3,9,"Currently working",1.8325
"75_1",3226,8,2018-10-01,"2018-10",2,"50-54","Non-tradable sectors",NA,5,NA,1,4,6,"Currently working",NA
"75_2",3113,8,2015-09-30,"2015-09",2,"50-54","Non-tradable sectors",NA,5,NA,3,NA,NA,"Currently working",NA
"75_2",3191,8,2017-10-02,"2017-10",2,"50-54","Non-tradable sectors",NA,5,0,3,3,NA,"Currently working",NA
"75_2",3202,8,2017-12-28,"2017-12",2,"50-54","Non-tradable sectors",NA,5,0,1,3,6,"Currently working",1.8325
"75_2",3226,8,2018-10-01,"2018-10",2,"50-54","Non-tradable sectors",NA,5,0,4,3,NA,"Currently working",NA
"75_3",3113,8,2015-09-30,"2015-09",2,"50-54","Non-tradable sectors",NA,5,0,3,4,9,"Currently working",NA
"75_3",3191,8,2017-10-02,"2017-10",2,"50-54","Non-tradable sectors",NA,5,0,7,3,NA,"Unemployed",NA
"75_3",3202,8,2017-12-28,"2017-12",2,"50-54","Non-tradable sectors",NA,5,0,2,4,NA,"Currently working",1.8325
"75_3",3226,17,2018-10-01,"2018-10",2,"50-54","Non-tradable sectors",NA,5,1,4,5,7,"Currently working",NA
"77_1",3113,8,2015-09-30,"2015-09",2,"50-54","Non-tradable sectors",NA,3,1,3,5,4,"Unemployed",NA
"77_1",3191,8,2017-10-02,"2017-10",2,"50-54","Non-tradable sectors",NA,3,1,5,5,8,"Currently working",NA
"77_1",3202,8,2017-12-28,"2017-12",2,"50-54","Non-tradable sectors",NA,3,0,5,3,7,"Currently working",1.8325
"77_1",3226,8,2018-10-01,"2018-10",2,"50-54","Non-tradable sectors",NA,3,0,7,NA,5,"Currently working",NA
"77_2",3113,8,2015-09-30,"2015-09",2,"50-54","Non-tradable sectors",NA,3,0,5,3,6,"Currently working",NA
"77_2",3191,8,2017-10-02,"2017-10",2,"50-54","Non-tradable sectors",NA,3,0,4,3,NA,"Unemployed",NA
"77_2",3202,8,2017-12-28,"2017-12",2,"50-54","Non-tradable sectors",NA,3,0,3,3,9,"Currently working",1.8325
"77_2",3226,8,2018-10-01,"2018-10",2,"50-54","Non-tradable sectors",NA,3,0,4,1,NA,"Currently working",NA
"78_1",3113,8,2015-09-30,"2015-09",1,"50-54","Non-tradable sectors",NA,3,1,2,4,5,"Currently working",NA
"78_1",3191,17,2017-10-02,"2017-10",1,"50-54","Non-tradable sectors",NA,3,0,5,4,5,"Currently working",NA
"78_1",3202,8,2017-12-28,"2017-12",1,"50-54","Non-tradable sectors",NA,3,1,1,5,6,"Currently working",1.8325
"78_1",3226,8,2018-10-01,"2018-10",1,"50-54","Non-tradable sectors",NA,3,0,5,NA,NA,"Currently working",NA
"78_2",3113,8,2015-09-30,"2015-09",1,"50-54","Non-tradable sectors",NA,3,0,3,4,NA,"Currently working",NA
"78_2",3191,25,2017-10-02,"2017-10",1,"50-54","Non-tradable sectors",NA,3,0,1,4,4,"Currently working",NA
"78_2",3202,8,2017-12-28,"2017-12",1,"50-54","Non-tradable sectors",NA,3,NA,8,1,5,"Currently working",1.8325
